id,categorie,sous_categorie,difficulte,question,choix_a,choix_b,choix_c,choix_d,bonne_reponse,explication,reference,statut_revision,tags
DRAFT-0828,Santé publique et système de santé suisse,LAMal,facile,Quelle notion est associée de façon pertinente à assurance obligatoire des soins ?,elle fait partie du système organisé par la LAMal,elle est toujours facultative pour tous les résidents,elle dépend uniquement de l'employeur,elle est une autorisation Swissmedic,A,elle fait partie du système organisé par la LAMal. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,lamal,assurance obligatoire des soins"
DRAFT-0829,Santé publique et système de santé suisse,LAMal,facile,Quelle réponse doit être privilégiée concernant assurance obligatoire des soins ?,elle est toujours facultative pour tous les résidents,elle dépend uniquement de l'employeur,elle est une autorisation Swissmedic,elle fait partie du système organisé par la LAMal,D,elle fait partie du système organisé par la LAMal. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,lamal,assurance obligatoire des soins"
DRAFT-0830,Santé publique et système de santé suisse,LAMal,moyen,Quel rappel est utile pour maîtriser assurance obligatoire des soins ?,elle dépend uniquement de l'employeur,elle est une autorisation Swissmedic,elle fait partie du système organisé par la LAMal,elle est toujours facultative pour tous les résidents,C,elle fait partie du système organisé par la LAMal. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,lamal,assurance obligatoire des soins"
DRAFT-0831,Santé publique et système de santé suisse,Promotion,moyen,Quel énoncé est correct concernant promotion de la santé ?,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,B,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0832,Santé publique et système de santé suisse,Promotion,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de promotion de la santé ?",elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,A,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0833,Santé publique et système de santé suisse,Promotion,facile,Quelle proposition correspond le mieux à promotion de la santé ?,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,D,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0834,Santé publique et système de santé suisse,Promotion,moyen,Quel élément est prioritaire lorsque l'on évalue promotion de la santé ?,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,C,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0835,Santé publique et système de santé suisse,Promotion,difficile,Quelle affirmation est la plus juste au sujet de promotion de la santé ?,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,B,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0836,Santé publique et système de santé suisse,Promotion,moyen,"Pour une révision rapide, quelle réponse décrit correctement promotion de la santé ?",elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,A,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0837,Santé publique et système de santé suisse,Promotion,facile,Quel choix serait attendu pour une question centrée sur promotion de la santé ?,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,D,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0838,Santé publique et système de santé suisse,Promotion,facile,Quelle notion est associée de façon pertinente à promotion de la santé ?,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,C,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0839,Santé publique et système de santé suisse,Promotion,moyen,Quelle réponse doit être privilégiée concernant promotion de la santé ?,elle n'a aucun lien avec la pharmacie,elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,B,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0840,Santé publique et système de santé suisse,Promotion,difficile,Quel rappel est utile pour maîtriser promotion de la santé ?,elle cherche à renforcer les ressources et comportements favorables,elle se limite à vendre un médicament,elle interdit l'éducation thérapeutique,elle n'a aucun lien avec la pharmacie,A,elle cherche à renforcer les ressources et comportements favorables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,promotion,promotion de la santé"
DRAFT-0841,Santé publique et système de santé suisse,Vaccination,facile,Quel énoncé est correct concernant vaccination de population ?,elle augmente toujours la transmission,elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,D,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0842,Santé publique et système de santé suisse,Vaccination,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de vaccination de population ?",elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,C,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0843,Santé publique et système de santé suisse,Vaccination,moyen,Quelle proposition correspond le mieux à vaccination de population ?,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,elle ne concerne pas la santé publique,B,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0844,Santé publique et système de santé suisse,Vaccination,difficile,Quel élément est prioritaire lorsque l'on évalue vaccination de population ?,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,A,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0845,Santé publique et système de santé suisse,Vaccination,moyen,Quelle affirmation est la plus juste au sujet de vaccination de population ?,elle augmente toujours la transmission,elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,D,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0846,Santé publique et système de santé suisse,Vaccination,facile,"Pour une révision rapide, quelle réponse décrit correctement vaccination de population ?",elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,C,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0847,Santé publique et système de santé suisse,Vaccination,facile,Quel choix serait attendu pour une question centrée sur vaccination de population ?,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,elle ne concerne pas la santé publique,B,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0848,Santé publique et système de santé suisse,Vaccination,moyen,Quelle notion est associée de façon pertinente à vaccination de population ?,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,A,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0849,Santé publique et système de santé suisse,Vaccination,difficile,Quelle réponse doit être privilégiée concernant vaccination de population ?,elle augmente toujours la transmission,elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,D,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0850,Santé publique et système de santé suisse,Vaccination,moyen,Quel rappel est utile pour maîtriser vaccination de population ?,elle ne concerne pas la santé publique,elle remplace tout suivi des effets indésirables,elle combine bénéfice individuel et impact collectif,elle augmente toujours la transmission,C,elle combine bénéfice individuel et impact collectif. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,vaccination,vaccination de population"
DRAFT-0851,Santé publique et système de santé suisse,Officine,facile,Quel énoncé est correct concernant pharmacie d'officine ?,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,B,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0852,Santé publique et système de santé suisse,Officine,moyen,"Dans une situation d'examen, quel point faut-il retenir à propos de pharmacie d'officine ?","elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,A,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0853,Santé publique et système de santé suisse,Officine,difficile,Quelle proposition correspond le mieux à pharmacie d'officine ?,elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",D,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0854,Santé publique et système de santé suisse,Officine,moyen,Quel élément est prioritaire lorsque l'on évalue pharmacie d'officine ?,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,C,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0855,Santé publique et système de santé suisse,Officine,facile,Quelle affirmation est la plus juste au sujet de pharmacie d'officine ?,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,B,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0856,Santé publique et système de santé suisse,Officine,facile,"Pour une révision rapide, quelle réponse décrit correctement pharmacie d'officine ?","elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,A,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0857,Santé publique et système de santé suisse,Officine,moyen,Quel choix serait attendu pour une question centrée sur pharmacie d'officine ?,elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",D,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0858,Santé publique et système de santé suisse,Officine,difficile,Quelle notion est associée de façon pertinente à pharmacie d'officine ?,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,C,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0859,Santé publique et système de santé suisse,Officine,moyen,Quelle réponse doit être privilégiée concernant pharmacie d'officine ?,elle remplace tous les services hospitaliers,"elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,B,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0860,Santé publique et système de santé suisse,Officine,facile,Quel rappel est utile pour maîtriser pharmacie d'officine ?,"elle peut jouer un rôle d'accès, conseil, triage et prévention",elle est uniquement un entrepôt sans conseil,elle n'a aucun contact avec les patients,elle remplace tous les services hospitaliers,A,"elle peut jouer un rôle d'accès, conseil, triage et prévention. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,officine,pharmacie d'officine"
DRAFT-0861,Santé publique et système de santé suisse,Communication santé,moyen,Quel énoncé est correct concernant littératie en santé ?,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,D,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0862,Santé publique et système de santé suisse,Communication santé,difficile,"Dans une situation d'examen, quel point faut-il retenir à propos de littératie en santé ?",elle se mesure uniquement par l'âge,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,C,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0863,Santé publique et système de santé suisse,Communication santé,moyen,Quelle proposition correspond le mieux à littératie en santé ?,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,B,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0864,Santé publique et système de santé suisse,Communication santé,facile,Quel élément est prioritaire lorsque l'on évalue littératie en santé ?,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,elle interdit les supports écrits,A,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0865,Santé publique et système de santé suisse,Communication santé,facile,Quelle affirmation est la plus juste au sujet de littératie en santé ?,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,D,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0866,Santé publique et système de santé suisse,Communication santé,moyen,"Pour une révision rapide, quelle réponse décrit correctement littératie en santé ?",elle se mesure uniquement par l'âge,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,C,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0867,Santé publique et système de santé suisse,Communication santé,difficile,Quel choix serait attendu pour une question centrée sur littératie en santé ?,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,B,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0868,Santé publique et système de santé suisse,Communication santé,moyen,Quelle notion est associée de façon pertinente à littératie en santé ?,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,elle interdit les supports écrits,A,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0869,Santé publique et système de santé suisse,Communication santé,facile,Quelle réponse doit être privilégiée concernant littératie en santé ?,elle n'a aucun lien avec l'adhésion,elle se mesure uniquement par l'âge,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,D,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0870,Santé publique et système de santé suisse,Communication santé,facile,Quel rappel est utile pour maîtriser littératie en santé ?,elle se mesure uniquement par l'âge,elle interdit les supports écrits,elle influence la capacité du patient à comprendre et utiliser l'information,elle n'a aucun lien avec l'adhésion,C,elle influence la capacité du patient à comprendre et utiliser l'information. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,communication santé,littératie en santé"
DRAFT-0871,Santé publique et système de santé suisse,Épidémiologie,difficile,Quel énoncé est correct concernant surveillance épidémiologique ?,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,B,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0872,Santé publique et système de santé suisse,Épidémiologie,moyen,"Dans une situation d'examen, quel point faut-il retenir à propos de surveillance épidémiologique ?",elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,elle ne sert jamais aux décisions publiques,A,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0873,Santé publique et système de santé suisse,Épidémiologie,facile,Quelle proposition correspond le mieux à surveillance épidémiologique ?,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,D,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0874,Santé publique et système de santé suisse,Épidémiologie,facile,Quel élément est prioritaire lorsque l'on évalue surveillance épidémiologique ?,elle remplace une prescription,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,C,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0875,Santé publique et système de santé suisse,Épidémiologie,moyen,Quelle affirmation est la plus juste au sujet de surveillance épidémiologique ?,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,B,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0876,Santé publique et système de santé suisse,Épidémiologie,difficile,"Pour une révision rapide, quelle réponse décrit correctement surveillance épidémiologique ?",elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,elle ne sert jamais aux décisions publiques,A,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0877,Santé publique et système de santé suisse,Épidémiologie,moyen,Quel choix serait attendu pour une question centrée sur surveillance épidémiologique ?,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,D,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0878,Santé publique et système de santé suisse,Épidémiologie,facile,Quelle notion est associée de façon pertinente à surveillance épidémiologique ?,elle remplace une prescription,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,C,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0879,Santé publique et système de santé suisse,Épidémiologie,facile,Quelle réponse doit être privilégiée concernant surveillance épidémiologique ?,elle ne sert jamais aux décisions publiques,elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,B,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0880,Santé publique et système de santé suisse,Épidémiologie,moyen,Quel rappel est utile pour maîtriser surveillance épidémiologique ?,elle aide à suivre la fréquence et la distribution des maladies,elle consiste à mesurer le poids des comprimés,elle remplace une prescription,elle ne sert jamais aux décisions publiques,A,elle aide à suivre la fréquence et la distribution des maladies. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,épidémiologie,surveillance épidémiologique"
DRAFT-0881,Santé publique et système de santé suisse,Système de santé,moyen,Quel énoncé est correct concernant équité d'accès aux soins ?,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,D,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0882,Santé publique et système de santé suisse,Système de santé,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de équité d'accès aux soins ?",elle exclut les populations vulnérables,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,C,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
